Incentive Request Date,Month and Year,Government of Canada Fiscal Year (FY),Calendar Year,Dealership Province/Territory,Dealership Postal Code,Purchase or Lease,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Make and Model,"Battery-Electric Vehicle (BEV), 
2023-01-20,January 2023,2022-23,2023,Quebec,H1R 1Z4,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-01-23,January 2023,2022-23,2023,New Brunswick,E1C 8M7,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",New Brunswick,Canada
2023-01-23,January 2023,2022-23,2023,Alberta,T6N 1C1,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-01-24,January 2023,2022-23,2023,New Brunswick,E1C 8M7,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",New Brunswick,Canada
2023-01-26,January 2023,2022-23,2023,Nova Scotia,B1P 5T3,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Nova Scotia,Canada
2023-01-26,January 2023,2022-23,2023,British Columbia,V7P 3R8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-01-31,January 2023,2022-23,2023,Ontario,L2E 6C7,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-01-31,January 2023,2022-23,2023,Quebec,J7Y 5G2,Purchase,2022,Lion,Lion8P,Lion Lion8P,BEV,"100,000",Quebec,Canada
2023-01-31,January 2023,2022-23,2023,Quebec,J7Y 5G2,Purchase,2022,Lion,Lion6,Lion Lion6,BEV,"100,000",Quebec,Canada
2023-01-31,January 2023,2022-23,2023,Quebec,J7Y 5G2,Purchase,2022,Lion,Lion6,Lion Lion6,BEV,"100,000",Quebec,Canada
2023-01-31,January 2023,2022-23,2023,Ontario,L7N 2G2,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-01-31,January 2023,2022-23,2023,British Columbia,V7P 3R8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-01,February 2023,2022-23,2023,British Columbia,V5C 3Z5,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-01,February 2023,2022-23,2023,Ontario,M1B 5V7,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-02-01,February 2023,2022-23,2023,British Columbia,V3B 1B2,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-02,February 2023,2022-23,2023,Quebec,J7Y 5G2,Purchase,2023,Lion,Lion6,Lion Lion6,BEV,"100,000",Quebec,Canada
2023-02-02,February 2023,2022-23,2023,Quebec,J7Y 5G2,Purchase,2023,Lion,Lion6,Lion Lion6,BEV,"100,000",Quebec,Canada
2023-02-02,February 2023,2022-23,2023,Quebec,J0K 3C0,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-02,February 2023,2022-23,2023,Quebec,H1R 1Z4,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-03,February 2023,2022-23,2023,Quebec,H1R 1Z4,Lease,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-07,February 2023,2022-23,2023,Quebec,J7Y 5G2,Purchase,2022,Lion,Lion6,Lion Lion6,BEV,"100,000",Quebec,Canada
2023-02-07,February 2023,2022-23,2023,Nova Scotia,B9A 3K4,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Nova Scotia,Canada
2023-02-07,February 2023,2022-23,2023,British Columbia,V3S 7R2,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-07,February 2023,2022-23,2023,British Columbia,V3B 1B2,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-08,February 2023,2022-23,2023,British Columbia,V5B 2Z9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,J3N 1M2,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,H1G 5W9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,H1G 5W9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,H1G 5W9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,H1G 5W9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,Nova Scotia,B3K 0A2,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Nova Scotia,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,H1G 5W9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,H1G 5W9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,H1G 5W9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,H1G 5W9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,Quebec,H1G 5W9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-09,February 2023,2022-23,2023,British Columbia,V7P 3R8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-09,February 2023,2022-23,2023,British Columbia,V3B 1B2,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-09,February 2023,2022-23,2023,British Columbia,V7P 3R8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-10,February 2023,2022-23,2023,Quebec,G1M 3C8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-10,February 2023,2022-23,2023,British Columbia,V7P 3R8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-10,February 2023,2022-23,2023,British Columbia,V6V 2C1,Lease,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-13,February 2023,2022-23,2023,British Columbia,V8Z 3L4,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-13,February 2023,2022-23,2023,Ontario,K9V 4S5,Lease,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-02-13,February 2023,2022-23,2023,British Columbia,V1M 0B8,Purchase,2023,International,eMV Battery Electric Truck,International eMV Battery Electric Truck,BEV,"100,000",British Columbia,Canada
2023-02-13,February 2023,2022-23,2023,Ontario,N0L 1W0,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-02-15,February 2023,2022-23,2023,Quebec,H1R 1Z4,Lease,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-15,February 2023,2022-23,2023,Ontario,N8M 2W4,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-02-16,February 2023,2022-23,2023,Ontario,L9Y 1W5,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-02-16,February 2023,2022-23,2023,Quebec,H1R 1Z4,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-17,February 2023,2022-23,2023,Ontario,L4N 9H7,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-02-17,February 2023,2022-23,2023,Quebec,J9T 3A2,Purchase,2023,Kenworth,T680E,Kenworth T680E,BEV,"150,000",Quebec,Canada
2023-02-21,February 2023,2022-23,2023,Ontario,L8H 5Y3,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-02-21,February 2023,2022-23,2023,Quebec,J2W 2M4,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-21,February 2023,2022-23,2023,Quebec,J2W 2M4,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-22,February 2023,2022-23,2023,Ontario,N5C 2P6,Purchase,2022,Lightning eMotors,ZEV3 Passenger Van Series,Lightning eMotors ZEV3 Passenger Van Series,BEV,"40,000",Quebec,Canada
2023-02-22,February 2023,2022-23,2023,Ontario,N5C 2P6,Purchase,2022,Lightning eMotors,ZEV3 Passenger Van Series,Lightning eMotors ZEV3 Passenger Van Series,BEV,"40,000",Quebec,Canada
2023-02-23,February 2023,2022-23,2023,British Columbia,V2T 5M1,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-24,February 2023,2022-23,2023,Ontario,N0M 1S3,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-02-24,February 2023,2022-23,2023,Quebec,G6V 6C7,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-24,February 2023,2022-23,2023,Quebec,J8Z 1S8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-24,February 2023,2022-23,2023,Alberta,T2A 4W3,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Alberta,Canada
2023-02-27,February 2023,2022-23,2023,Quebec,J2J 0M2,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-27,February 2023,2022-23,2023,Quebec,J2J 0M2,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-02-28,February 2023,2022-23,2023,British Columbia,V5B 2Z9,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-02-28,February 2023,2022-23,2023,Nova Scotia,B6L 1Z3,Purchase,2024,Freightliner,eCascadia,Freightliner eCascadia,BEV,"150,000",Ontario,Canada
2023-02-28,February 2023,2022-23,2023,Nova Scotia,B6L 1Z3,Purchase,2024,Freightliner,eCascadia,Freightliner eCascadia,BEV,"150,000",Ontario,Canada
2023-02-28,February 2023,2022-23,2023,Manitoba,R3G 3H1,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Manitoba,Canada
2023-02-28,February 2023,2022-23,2023,Ontario,N0L 1W0,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-01,March 2023,2022-23,2023,Ontario,N8W 5W2,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-02,March 2023,2022-23,2023,Ontario,N2G 4G1,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-02,March 2023,2022-23,2023,Quebec,H4R 1J7,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-07,March 2023,2022-23,2023,Quebec,J2K 0H9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-07,March 2023,2022-23,2023,Quebec,J2K 0H9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-07,March 2023,2022-23,2023,Quebec,J2K 0H9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-07,March 2023,2022-23,2023,Quebec,J2K 0H9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-07,March 2023,2022-23,2023,Quebec,J2K 0H9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-07,March 2023,2022-23,2023,Quebec,J2K 0H9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-07,March 2023,2022-23,2023,Quebec,J2K 0H9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-07,March 2023,2022-23,2023,Quebec,J2K 0H9,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-07,March 2023,2022-23,2023,Alberta,T7V 1N1,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Alberta,Canada
2023-03-08,March 2023,2022-23,2023,Ontario,M5J 2T9,Purchase,2022,OrangeEV,e-TRIEVER,OrangeEV e-TRIEVER,BEV,"100,000",Ontario,Canada
2023-03-08,March 2023,2022-23,2023,Ontario,M5J 2T9,Purchase,2022,OrangeEV,e-TRIEVER,OrangeEV e-TRIEVER,BEV,"100,000",Ontario,Canada
2023-03-08,March 2023,2022-23,2023,Quebec,H7G 4W6,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-09,March 2023,2022-23,2023,British Columbia,V2T 1X6,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-03-09,March 2023,2022-23,2023,British Columbia,V7P 3R8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-03-09,March 2023,2022-23,2023,British Columbia,V3R 4G6,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-03-10,March 2023,2022-23,2023,Ontario,L9W 2Z7,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-10,March 2023,2022-23,2023,Ontario,L7R 2J5,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-13,March 2023,2022-23,2023,Ontario,N0M 1S3,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-13,March 2023,2022-23,2023,Quebec,G0S 3J0,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-13,March 2023,2022-23,2023,Quebec,G0S 3J0,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-14,March 2023,2022-23,2023,Ontario,L8H 5Y3,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-15,March 2023,2022-23,2023,Ontario,M1B 5V7,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"7,500",Ontario,Canada
2023-03-16,March 2023,2022-23,2023,Quebec,H7G 4W6,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-17,March 2023,2022-23,2023,Quebec,J3N 1M2,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-17,March 2023,2022-23,2023,Yukon,Y1A 1J6,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Yukon,Canada
2023-03-21,March 2023,2022-23,2023,Ontario,L9B 1B9,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-21,March 2023,2022-23,2023,British Columbia,V3R 4G6,Lease,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-03-21,March 2023,2022-23,2023,Alberta,T1J 4P8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Alberta,Canada
2023-03-21,March 2023,2022-23,2023,Saskatchewan,S4X 4P7,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Saskatchewan,Canada
2023-03-22,March 2023,2022-23,2023,British Columbia,V4P 1A2,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-03-23,March 2023,2022-23,2023,British Columbia,V9T 2H1,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-03-24,March 2023,2022-23,2023,Alberta,T7X 2Y3,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Alberta,Canada
2023-03-27,March 2023,2022-23,2023,Quebec,H1M 2X3,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-27,March 2023,2022-23,2023,Ontario,L6J 5E4,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-27,March 2023,2022-23,2023,British Columbia,V5B 2Z9,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-03-27,March 2023,2022-23,2023,Ontario,N6J 2N4,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-27,March 2023,2022-23,2023,Ontario,N6J 2N4,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-28,March 2023,2022-23,2023,Quebec,G1X 4S6,Lease,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
2023-03-28,March 2023,2022-23,2023,Ontario,L4J 1V8,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-28,March 2023,2022-23,2023,British Columbia,V3B 1B2,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",British Columbia,Canada
2023-03-28,March 2023,2022-23,2023,British Columbia,V3S 7R2,Purchase,2022,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-29,March 2023,2022-23,2023,Ontario,K2B 6R7,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-29,March 2023,2022-23,2023,Quebec,J7Y 5G2,Purchase,2023,Lion,Lion6,Lion Lion6,BEV,"100,000",Quebec,Canada
2023-03-29,March 2023,2022-23,2023,Alberta,T7A 0A5,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Alberta,Canada
2023-03-31,March 2023,2022-23,2023,Ontario,L6V 1C2,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-31,March 2023,2022-23,2023,Ontario,L6V 1C2,Lease,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Ontario,Canada
2023-03-31,March 2023,2022-23,2023,Quebec,J9L 3G5,Purchase,2023,Ford,E-Transit,Ford E-Transit,BEV,"10,000",Quebec,Canada
,,,,,,,,,,,,,,
